Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Schoollogo,https://raw.githubusercontent.com/Cski-appletv/exhibit/master/Exhibit01.png,24:00:00,1:00:00,1/1/26 0:00,12/31/30 23:59,yes
